epoch,sample_point,train_loss,train_acc,val_loss,val_acc,lr,epoch_time_s,cuda_util_pct,cuda_mem_util_pct,gpu_temp_c,gpu_temp_tlimit_c,gpu_power_w,gpu_clock_sm_mhz,gpu_clock_mem_mhz,gpu_fan_pct,gpu_throttled,cpu_pct,cpu_pct_per_core,ram_used_gb,swap_used_gb,disk_read_mb_s,disk_write_mb_s,nvsmi_vram_used_gb,vram_other_processes_gb,pcie_tx_kb_s,pcie_rx_kb_s,pcie_link_gen_current,pcie_link_width_current,cuda_util_pct_min,cuda_util_pct_avg,cuda_util_pct_max,cuda_mem_util_pct_min,cuda_mem_util_pct_avg,cuda_mem_util_pct_max,gpu_temp_c_min,gpu_temp_c_avg,gpu_temp_c_max,gpu_temp_tlimit_c_min,gpu_temp_tlimit_c_avg,gpu_temp_tlimit_c_max,gpu_power_w_min,gpu_power_w_avg,gpu_power_w_max,gpu_clock_sm_mhz_avg,gpu_clock_mem_mhz_avg,gpu_fan_pct_avg,gpu_throttled_any,cpu_pct_min,cpu_pct_avg,cpu_pct_max,ram_used_gb_min,ram_used_gb_avg,ram_used_gb_max,ram_total_gb,swap_used_gb_min,swap_used_gb_avg,swap_used_gb_max,swap_total_gb,disk_read_mb_s_min,disk_read_mb_s_avg,disk_read_mb_s_max,disk_write_mb_s_min,disk_write_mb_s_avg,disk_write_mb_s_max,vram_peak_alloc_gb,vram_peak_reserved_gb,nvsmi_vram_used_gb_min,nvsmi_vram_used_gb_avg,nvsmi_vram_used_gb_max,nvsmi_vram_total_gb,vram_other_processes_gb_min,vram_other_processes_gb_avg,vram_other_processes_gb_max,pcie_tx_kb_s_min,pcie_tx_kb_s_avg,pcie_tx_kb_s_max,pcie_rx_kb_s_min,pcie_rx_kb_s_avg,pcie_rx_kb_s_max,pcie_link_gen_current_min,pcie_link_gen_current_avg,pcie_link_gen_current_max,pcie_link_width_current_min,pcie_link_width_current_avg,pcie_link_width_current_max,pcie_link_gen_max,pcie_link_width_max,data_wait_s,compute_s
7,60,,,,,,,96,87,67,18,224.5,2730,10801,36,0,8.4,2.5;12.8;4.0;0.9;1.8;0.3;48.0;37.0;11.6;5.2;27.1;45.7;0.6;1.2;0.0;0.0;0.3;0.3;0.0;0.0;0.0;1.2;0.6;0.3,28.24,0.11,0.0,0.07,14.391,0.791,3808.0,196484.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,61,,,,,,,91,19,66,21,216.4,2730,10801,36,0,8.0,0.9;13.9;3.6;2.4;0.6;0.0;34.8;45.5;8.8;5.4;32.3;40.8;1.2;0.9;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.3,28.24,0.11,0.01,0.09,14.391,0.791,4833.0,10009.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,62,,,,,,,98,89,67,19,222.7,2730,10801,36,0,7.8,1.5;11.0;2.1;2.1;0.9;1.2;61.5;25.9;6.4;6.7;37.6;27.9;0.6;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.6;0.3,28.24,0.11,0.0,0.02,14.391,0.791,80615.0,63818.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,63,,,,,,,96,93,65,18,223.4,2730,10801,36,0,8.3,0.3;14.1;1.9;2.5;1.5;0.3;34.9;49.4;3.7;7.1;29.3;51.1;0.3;0.6;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0,28.24,0.11,0.0,0.06,14.391,0.791,4736.0,10302.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,64,,,,,,,100,96,65,17,224.9,2730,10801,36,0,8.1,2.5;12.2;1.5;3.1;2.2;2.8;48.1;35.7;7.1;5.8;26.5;42.0;0.6;0.6;0.0;0.0;0.6;0.6;0.9;0.0;0.0;0.6;0.3;0.0,28.25,0.11,0.0,0.02,14.391,0.791,4492.0,11230.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,65,,,,,,,97,91,66,19,223.4,2730,10801,36,0,8.2,2.7;16.4;1.5;1.8;0.9;1.5;24.8;70.3;7.2;3.0;29.7;31.3;0.9;0.6;0.6;0.0;0.6;0.6;0.0;0.0;0.0;1.2;0.0;1.2,28.23,0.11,0.0,0.02,14.391,0.791,41894.0,74853.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,66,,,,,,,100,100,66,18,223.4,2730,10801,36,0,8.5,2.1;14.5;3.0;3.6;1.5;2.1;27.5;50.8;7.9;3.9;26.6;53.5;0.9;0.3;0.3;0.0;0.9;1.2;0.0;0.0;0.3;0.0;0.6;0.3,28.24,0.11,0.0,0.04,14.391,0.791,53857.0,85302.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,67,,,,,,,100,97,66,18,225.2,2730,10801,36,0,7.6,1.5;13.8;0.9;2.5;0.0;0.3;54.9;35.5;5.6;4.3;33.0;29.3;0.6;0.3;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0,28.24,0.11,0.0,0.05,14.391,0.791,5175.0,9912.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,68,,,,,,,96,96,65,17,222.6,2730,10801,36,0,8.4,1.8;14.3;4.3;4.9;1.5;1.8;30.1;56.7;9.2;3.7;41.1;28.4;0.9;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.3;0.0,28.24,0.11,0.0,0.05,14.391,0.791,54492.0,87353.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,69,,,,,,,100,97,67,20,225.1,2730,10801,36,0,8.1,1.8;16.5;2.1;2.1;0.9;1.5;43.2;34.5;4.8;6.3;32.1;44.6;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.9;0.0;0.9;0.3,28.22,0.11,0.0,0.05,14.391,0.791,5908.0,10986.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,70,,,,,,,96,94,68,18,223.6,2730,10801,36,0,8.4,1.5;13.3;1.2;1.5;0.9;2.2;53.2;42.2;7.1;6.1;36.2;28.8;0.3;1.8;0.0;0.3;0.3;0.6;0.3;0.9;0.3;0.3;0.0;0.9,28.24,0.11,0.0,0.02,14.391,0.791,4003.0,158642.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,71,,,,,,,100,100,66,17,223.8,2730,10801,36,0,8.1,3.1;16.2;2.8;2.5;0.6;0.9;52.0;33.6;5.8;7.1;30.3;32.8;0.3;0.6;0.0;0.0;0.3;0.3;0.0;0.0;1.5;2.1;0.6;0.6,28.24,0.11,0.0,0.02,14.391,0.791,83886.0,100292.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,72,,,,,,,97,96,67,16,223.6,2730,10801,35,0,8.1,0.9;14.0;2.8;1.8;0.3;0.6;39.3;48.5;6.7;4.0;38.3;33.7;0.9;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;1.2;0.0;0.0,28.25,0.11,0.0,0.04,14.391,0.791,4980.0,10058.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,73,,,,,,,100,100,67,19,224.0,2730,10801,36,0,7.6,1.5;15.3;3.0;2.1;0.9;1.5;58.5;25.8;6.0;3.9;34.8;23.6;0.3;0.6;0.3;0.0;0.0;0.0;0.0;0.0;0.9;2.4;0.9;0.0,28.24,0.11,0.0,0.04,14.391,0.791,4394.0,11035.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,74,,,,,,,96,95,65,17,223.9,2730,10801,36,0,8.0,1.2;14.8;0.3;1.8;0.9;1.2;39.0;44.8;6.4;3.7;35.9;38.3;0.9;0.9;0.3;0.3;0.0;0.3;0.0;0.0;0.0;0.9;0.0;0.0,28.24,0.11,0.0,0.05,14.391,0.791,5908.0,123437.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,75,,,,,,,98,96,66,17,224.1,2730,10801,36,0,8.1,1.8;12.3;2.1;2.1;0.6;2.1;48.9;24.3;8.5;3.7;33.2;51.2;0.6;0.3;0.0;0.3;0.3;0.3;0.0;0.0;0.0;0.0;0.3;0.0,28.23,0.11,0.0,0.02,14.391,0.791,9619.0,189355.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,76,,,,,,,100,97,66,18,225.2,2730,10801,36,0,8.7,2.8;16.6;3.4;3.4;2.5;1.5;63.0;31.8;9.9;4.9;31.2;28.6;1.9;0.3;0.0;0.0;0.0;0.0;0.3;0.0;0.3;1.5;1.8;1.2,28.24,0.11,0.0,0.05,14.391,0.791,4345.0,20361.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77,,,,,,,97,96,65,18,224.0,2730,10801,36,0,8.3,1.5;17.7;1.5;3.0;1.2;0.9;42.9;40.4;5.1;11.7;36.3;32.6;0.6;1.8;0.0;0.0;0.3;0.0;0.3;0.0;0.0;0.6;0.0;0.0,28.23,0.11,0.0,0.05,14.391,0.791,26318.0,67919.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,78,,,,,,,97,95,65,17,223.5,2730,10801,36,0,8.5,0.9;13.0;1.8;3.1;0.0;0.6;40.8;42.3;7.1;7.7;37.4;46.5;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,28.23,0.11,0.07,0.23,14.391,0.791,4736.0,11035.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,79,,,,,,,96,94,67,17,223.7,2730,10801,36,0,7.6,1.2;9.7;1.2;1.2;0.3;0.9;60.2;33.9;4.6;6.4;30.0;30.0;0.9;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3,28.24,0.11,0.0,0.75,14.391,0.791,4003.0,201367.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,80,,,,,,,100,100,66,18,224.7,2730,10801,36,0,7.9,0.9;10.9;1.9;2.8;0.0;1.5;34.2;43.5;3.7;7.7;43.1;35.3;0.6;0.9;0.0;0.3;0.0;0.9;0.0;0.0;0.0;0.6;0.6;0.0,28.24,0.11,0.0,0.6,14.391,0.791,4980.0,10498.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,81,,,,,,,96,94,66,18,223.8,2730,10801,36,0,7.8,0.6;13.5;1.8;1.8;0.6;0.3;42.3;34.2;7.8;5.4;32.1;42.3;0.9;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.9;0.0;0.0,28.23,0.11,0.0,0.03,14.391,0.791,4931.0,10644.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,82,,,,,,,100,98,65,18,225.6,2730,10801,36,0,7.9,0.9;15.1;1.2;0.6;0.6;0.9;69.6;31.1;7.4;6.2;29.5;22.9;0.3;0.3;0.0;0.6;0.0;0.0;0.0;0.3;0.3;0.0;0.0;0.0,28.24,0.11,0.01,0.08,14.391,0.791,4589.0,9716.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,83,,,,,,,96,95,65,19,223.6,2730,10801,36,0,8.8,1.2;14.7;2.8;3.7;1.8;2.8;29.5;52.6;9.8;4.6;27.8;46.6;2.1;1.8;0.3;0.0;1.5;0.9;0.0;0.0;1.2;1.8;0.9;0.9,28.25,0.11,0.0,0.03,14.391,0.791,12451.0,169628.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,84,,,,,,,100,100,66,18,224.6,2730,10801,36,0,8.0,0.9;11.6;2.8;3.1;0.0;1.8;43.6;34.7;6.4;7.0;25.2;50.8;0.3;1.2;0.3;0.0;0.3;0.3;0.0;0.6;0.0;0.9;0.3;0.0,28.25,0.11,0.0,0.03,14.391,0.791,5078.0,10253.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,85,,,,,,,100,98,66,21,225.2,2730,10801,36,0,8.2,1.5;16.2;1.8;2.1;0.9;0.6;55.5;30.6;3.3;7.3;31.5;37.8;0.6;0.3;0.0;0.3;0.0;0.0;0.3;0.0;0.3;0.6;1.2;2.1,28.26,0.11,0.01,0.08,14.391,0.791,17871.0,10400.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,86,,,,,,,100,100,66,19,224.4,2730,10801,36,0,8.4,0.3;14.9;0.9;3.1;0.6;0.6;24.2;55.8;4.9;8.3;24.9;57.4;0.6;0.9;0.0;0.3;0.0;0.3;0.0;0.0;0.3;1.5;0.6;0.0,28.25,0.11,0.0,0.04,14.391,0.791,10302.0,147900.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,87,,,,,,,97,97,65,19,223.0,2730,10801,36,0,8.1,0.9;16.4;1.2;2.1;2.1;1.2;41.9;38.1;4.6;8.6;43.4;31.0;0.3;0.3;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.3;0.0,28.25,0.11,0.0,0.02,14.391,0.791,4492.0,10302.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,88,,,,,,,100,100,66,18,223.9,2730,10801,36,0,8.0,0.6;11.3;0.9;2.1;0.6;0.9;48.8;47.4;6.1;5.8;33.7;30.4;0.3;1.2;0.0;0.0;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0,28.25,0.11,0.01,0.04,14.391,0.791,4394.0,97802.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,89,,,,,,,100,100,63,20,223.9,2730,10801,36,0,8.2,2.7;14.9;2.1;2.4;0.9;0.3;39.7;44.1;9.7;8.5;29.4;39.7;0.6;0.3;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.6;0.3;0.0,28.25,0.11,0.0,0.07,14.391,0.791,4589.0,58349.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,90,,,,,,,100,100,65,19,224.1,2730,10801,36,0,8.2,0.3;14.4;1.8;1.5;0.3;1.2;58.4;37.1;10.9;4.9;39.1;23.4;1.2;0.6;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.3;0.6;0.0,28.25,0.11,0.0,0.03,14.391,0.791,6347.0,199414.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,91,,,,,,,97,88,67,18,225.2,2730,10801,35,0,8.1,1.2;16.6;1.5;1.8;0.9;1.8;54.6;35.0;9.2;3.7;36.7;28.5;0.3;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,28.25,0.11,0.0,0.03,14.391,0.791,4052.0,197363.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,92,,,,,,,100,100,66,18,224.3,2730,10801,36,0,8.6,2.2;17.0;2.2;2.8;1.5;1.8;38.2;34.0;8.3;4.9;35.3;52.9;0.6;1.2;0.0;0.0;0.3;0.0;0.0;0.0;0.0;1.8;0.6;0.0,28.26,0.11,0.01,0.08,14.391,0.791,6054.0,10009.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,93,,,,,,,100,99,64,21,224.3,2730,10801,36,0,7.9,1.2;15.1;1.8;1.5;0.6;0.6;58.6;33.6;8.4;5.7;42.5;19.3;0.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,28.26,0.11,0.0,0.03,14.391,0.791,4589.0,10839.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,94,,,,,,,97,95,66,18,223.7,2730,10801,36,0,7.9,0.3;14.9;1.2;3.7;0.3;0.0;40.6;44.3;4.9;6.5;35.7;36.0;0.3;0.3;0.0;0.0;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.3,28.26,0.11,0.0,0.02,14.391,0.791,4638.0,11279.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,95,,,,,,,100,95,65,18,225.2,2730,10801,36,0,7.7,0.3;12.5;1.5;1.5;0.6;1.5;29.0;46.6;4.6;4.6;29.9;50.9;0.3;0.9;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0,28.26,0.11,0.0,0.08,14.391,0.791,4443.0,10986.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,96,,,,,,,97,95,67,17,223.3,2730,10801,36,0,8.2,1.8;12.9;4.9;3.4;0.9;2.7;32.8;50.5;7.3;5.5;39.1;30.6;0.3;0.6;0.0;1.2;0.0;0.3;0.3;0.0;0.0;0.3;0.0;0.0,28.27,0.11,0.0,0.02,14.391,0.791,49414.0,10400.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,97,,,,,,,91,28,64,19,216.7,2730,10801,36,0,7.8,1.2;14.2;1.2;1.5;0.6;0.9;56.4;29.5;8.2;3.6;38.6;26.4;1.2;0.6;0.0;0.0;0.3;0.3;0.0;0.0;0.0;0.3;1.8;0.0,28.26,0.11,0.0,0.03,14.391,0.791,5078.0,12060.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,98,,,,,,,100,97,66,16,224.8,2730,10801,36,0,8.2,1.5;13.5;2.1;1.8;0.9;0.9;38.7;41.8;6.7;7.4;36.8;42.2;0.3;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0,28.25,0.11,0.0,0.08,14.391,0.791,12402.0,33789.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,99,,,,,,,100,100,67,17,224.7,2730,10801,36,0,8.2,0.3;16.9;2.1;2.4;0.9;0.0;64.2;27.7;8.3;8.6;39.1;23.2;0.6;0.9;0.6;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0,28.25,0.11,0.0,0.03,14.391,0.791,4736.0,19580.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,100,,,,,,,100,98,67,16,225.8,2730,10801,36,0,8.1,0.3;17.0;1.5;1.9;0.6;0.9;43.7;47.5;8.6;6.2;32.0;31.2;0.9;0.3;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;1.2;0.0,28.25,0.11,0.0,0.03,14.391,0.791,19970.0,10986.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,101,,,,,,,96,96,67,19,223.3,2730,10801,36,0,7.9,0.3;11.4;0.6;2.1;0.6;0.3;29.3;46.4;5.2;9.6;44.2;36.7;1.5;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0,28.25,0.11,0.0,0.07,14.391,0.791,5810.0,11132.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,102,,,,,,,100,95,65,18,225.1,2730,10801,36,0,8.3,1.2;11.5;2.8;3.0;1.2;1.8;52.3;47.3;3.3;10.0;34.8;25.5;0.9;0.9;0.0;0.0;0.3;0.0;0.0;0.3;0.0;0.0;0.6;0.0,28.25,0.11,0.0,0.03,14.391,0.791,4589.0,11279.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,103,,,,,,,97,89,66,18,224.2,2730,10801,36,0,7.8,0.6;10.3;1.2;3.1;0.9;0.3;37.4;48.3;2.5;8.9;27.7;45.1;0.3;0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0,28.25,0.11,0.0,0.02,14.391,0.791,4541.0,10205.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,104,,,,,,,97,94,65,18,223.6,2730,10801,36,0,8.3,1.9;14.5;1.9;2.8;0.6;1.5;50.3;35.6;7.7;9.3;29.4;37.7;1.2;0.6;0.0;0.0;0.0;0.3;0.3;0.6;0.0;0.3;0.0;0.0,28.27,0.11,0.0,0.06,14.391,0.791,4687.0,10693.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,105,,,,,,,97,87,67,20,224.8,2730,10801,36,0,7.9,1.2;13.7;2.1;3.0;0.9;1.5;42.2;41.7;6.9;6.6;46.5;23.3;0.3;0.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0,28.26,0.11,0.02,0.04,14.391,0.791,4687.0,11523.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,106,,,,,,,100,97,65,19,225.1,2730,10801,36,0,8.3,2.2;13.3;1.2;1.5;0.9;0.6;36.0;48.6;7.4;6.4;35.4;40.4;0.3;1.5;0.0;0.0;0.0;0.6;0.0;0.0;0.9;1.5;0.0;0.0,28.24,0.11,0.0,0.05,14.391,0.791,4443.0,16113.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,107,,,,,,,100,96,65,17,225.2,2730,10801,36,0,8.2,1.8;14.4;1.2;2.8;0.9;0.9;46.1;47.4;4.9;6.2;31.1;34.0;0.9;0.3;0.0;0.0;0.0;0.3;0.0;0.0;0.9;0.9;0.0;0.0,28.27,0.11,0.0,0.02,14.391,0.791,48437.0,70068.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,108,,,,,,,97,95,67,19,223.5,2730,10801,36,0,7.8,0.9;12.1;0.3;2.4;0.0;0.3;59.8;24.5;5.2;9.5;39.8;29.9;0.6;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.6;0.6;0.0,28.26,0.11,0.01,0.06,14.391,0.791,4833.0,10351.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,109,,,,,,,100,100,66,18,225.0,2730,10801,36,0,8.0,0.9;15.3;1.2;4.2;0.9;1.2;37.2;40.3;3.6;8.8;34.2;39.1;0.6;0.3;1.5;2.4;0.0;0.0;0.0;0.3;0.0;0.6;0.3;0.0,28.27,0.11,0.03,0.13,14.391,0.791,4541.0,10839.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,110,,,,,,,96,94,66,18,223.5,2730,10801,36,0,8.3,2.8;15.7;2.8;2.2;0.6;0.6;60.9;34.6;3.4;7.7;35.6;26.5;1.5;1.2;0.3;0.0;0.3;0.3;0.0;0.0;0.6;0.6;0.9;0.3,28.27,0.11,0.0,0.02,14.391,0.791,4687.0,10546.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,111,,,,,,,98,94,66,18,225.5,2730,10801,36,0,9.2,2.4;15.1;2.4;4.3;2.4;1.5;63.6;35.1;5.2;9.8;37.0;24.8;1.8;1.5;0.3;1.5;1.5;1.5;1.2;0.9;1.8;1.5;2.1;0.3,28.27,0.11,0.0,0.04,14.391,0.791,4882.0,10595.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,112,,,,,,,100,98,66,17,224.8,2730,10801,36,0,8.0,0.9;15.3;1.2;0.6;0.9;0.6;35.9;36.2;4.3;9.2;30.1;53.8;0.9;0.6;0.0;0.3;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0,28.27,0.11,0.0,0.04,14.391,0.791,4150.0,159667.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,113,,,,,,,96,95,67,19,223.2,2730,10801,36,0,7.6,1.2;18.3;0.6;0.9;0.0;0.6;44.4;43.2;2.7;3.3;32.8;28.1;0.6;0.6;0.0;0.0;0.3;0.6;0.0;0.0;0.6;0.9;1.5;0.3,28.27,0.11,0.01,0.08,14.391,0.791,4443.0,36621.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,114,,,,,,,97,96,67,19,222.6,2730,10801,36,0,8.5,1.2;14.5;5.2;3.1;1.2;2.8;49.5;35.2;9.5;9.8;36.8;33.7;0.6;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0,28.27,0.11,0.07,0.07,14.391,0.791,4785.0,10449.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,115,,,,,,,100,100,66,17,224.2,2730,10801,36,0,8.2,0.6;16.0;2.2;0.6;0.3;0.3;48.8;23.8;6.5;7.1;48.3;38.2;1.2;0.3;0.0;0.0;0.3;1.5;0.0;0.0;0.3;0.0;0.0;0.6,28.27,0.11,0.0,0.03,14.391,0.791,4980.0,12597.0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
